id,game_id,game_no,team,player_name,starter,minutes,minutes_float,points,rebounds,assists,steals,blocks,turnovers,fouls,fgm,fga,fg_pct,three_pm,three_pa,three_pct,ftm,fta,ft_pct,efficiency,source_url
584,125116-INA-NZL,5,Indonesia,Adelaide Callista Wongsohardjo,True,19:4,19.07,6,2,2,1,0,3,1,3,5,60.0,0,2,0.0,0,0,0.0,6.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125116-INA-NZL
585,125116-INA-NZL,5,Indonesia,Faizzatus Shoimah,True,21:58,21.97,2,1,2,1,0,0,2,1,9,11.1,0,4,0.0,0,0,0.0,-2.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125116-INA-NZL
586,125116-INA-NZL,5,Indonesia,Priscilla Annabel Karen,True,16:40,16.67,5,0,0,2,0,1,1,2,8,25.0,1,3,33.3,0,0,0.0,0.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125116-INA-NZL
587,125116-INA-NZL,5,Indonesia,Dewa Ayu Made Sriartha Kusuma,False,13:37,13.62,4,7,0,0,0,0,3,2,4,50.0,0,0,0.0,0,0,0.0,9.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125116-INA-NZL
588,125116-INA-NZL,5,Indonesia,Agustin Elya Gradita Retong,False,25:16,25.27,3,2,4,3,0,1,1,1,3,33.3,1,2,50.0,0,0,0.0,9.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125116-INA-NZL
589,125116-INA-NZL,5,New Zealand,Charlotte Whittaker,False,17:38,17.63,8,3,0,0,1,0,2,3,7,42.9,2,2,100.0,0,0,0.0,8.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125116-INA-NZL
590,125116-INA-NZL,5,New Zealand,McKenna Dale,True,23:7,23.12,6,4,4,2,2,2,4,2,10,20.0,2,8,25.0,0,0,0.0,8.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125116-INA-NZL
591,125116-INA-NZL,5,New Zealand,Tayla Dalton,False,22:49,22.82,3,3,2,1,0,2,1,1,4,25.0,1,2,50.0,0,0,0.0,4.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125116-INA-NZL
592,125116-INA-NZL,5,New Zealand,Olivia Williams,False,10:6,10.1,6,1,1,1,0,1,0,2,3,66.7,2,2,100.0,0,0,0.0,7.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125116-INA-NZL
593,125116-INA-NZL,5,New Zealand,Ritorya Tamilo,True,7:50,7.83,0,8,0,0,0,4,0,0,2,0.0,0,0,0.0,0,2,0.0,0.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125116-INA-NZL
594,125116-INA-NZL,5,New Zealand,Ella Tofaeono,False,6:26,6.43,2,2,1,0,1,0,3,1,1,100.0,0,0,0.0,0,0,0.0,6.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125116-INA-NZL
595,125116-INA-NZL,5,New Zealand,Esra McGoldrick,True,22:29,22.48,18,6,3,3,2,6,2,6,12,50.0,3,6,50.0,3,5,60.0,18.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125116-INA-NZL
596,125116-INA-NZL,5,New Zealand,Ashlee Strawbridge,False,5:46,5.77,3,1,3,1,1,0,2,1,1,100.0,1,1,100.0,0,0,0.0,9.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125116-INA-NZL
597,125116-INA-NZL,5,New Zealand,Rebecca Kathleen Pizzey,False,23:53,23.88,12,13,1,2,0,2,1,5,7,71.4,1,1,100.0,1,4,25.0,21.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125116-INA-NZL
598,125116-INA-NZL,5,New Zealand,Pahlyss Hokianga,True,19:50,19.83,6,5,3,1,0,2,2,2,7,28.6,2,4,50.0,0,0,0.0,8.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125116-INA-NZL
599,125116-INA-NZL,5,New Zealand,Bailey Flavell,False,14:25,14.42,3,1,2,0,0,2,0,1,4,25.0,0,1,0.0,1,2,50.0,0.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125116-INA-NZL
600,125116-INA-NZL,5,New Zealand,Emilia Shearer,True,25:41,25.68,8,7,3,0,0,3,2,2,6,33.3,1,1,100.0,3,4,75.0,10.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125116-INA-NZL
601,125117-KOR-INA,6,Korea,Yusun HONG,False,23:39,23.65,9,1,3,1,1,1,4,3,4,75.0,1,1,100.0,2,2,100.0,13.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
602,125117-KOR-INA,6,Korea,Myung Kuwan Lee,False,13:18,13.3,6,1,1,0,0,0,1,2,5,40.0,2,4,50.0,0,0,0.0,5.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
603,125117-KOR-INA,6,Korea,Haeran Lee,False,25:3,25.05,8,8,1,2,0,0,2,2,8,25.0,0,5,0.0,4,5,80.0,12.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
604,125117-KOR-INA,6,Korea,Yoolim Kang,False,20:19,20.32,11,3,3,0,0,1,0,3,8,37.5,3,8,37.5,2,3,66.7,10.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
605,125117-KOR-INA,6,Korea,Jihyun Park,True,25:4,25.07,18,5,7,3,0,4,3,6,10,60.0,3,5,60.0,3,3,100.0,25.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
606,125117-KOR-INA,6,Korea,Juyeon Lee,False,11:29,11.48,8,1,2,1,0,0,0,3,4,75.0,2,2,100.0,0,0,0.0,11.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
607,125117-KOR-INA,6,Korea,Jisu Park,True,7:41,7.68,6,2,3,0,0,0,2,3,4,75.0,0,0,0.0,0,1,0.0,9.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
608,125117-KOR-INA,6,Korea,Isaem Choi,True,17:53,17.88,7,3,1,0,0,3,1,3,4,75.0,1,2,50.0,0,0,0.0,7.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
609,125117-KOR-INA,6,Korea,Yeeun Heo,False,17:27,17.45,5,2,7,1,0,0,4,2,5,40.0,1,4,25.0,0,0,0.0,12.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
610,125117-KOR-INA,6,Korea,Leeseul Kang,False,0:0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
611,125117-KOR-INA,6,Korea,Heji An,True,15:56,15.93,2,0,6,0,0,0,1,0,1,0.0,0,0,0.0,2,2,100.0,7.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
612,125117-KOR-INA,6,Korea,Jihyun Shin,True,22:11,22.18,15,1,2,0,1,0,3,5,10,50.0,3,7,42.9,2,2,100.0,14.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
613,125117-KOR-INA,6,Indonesia,Angelica Jennifer Candra,False,12:13,12.22,9,4,0,0,0,0,1,4,8,50.0,0,0,0.0,1,2,50.0,8.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
614,125117-KOR-INA,6,Indonesia,Clarita Antonio,False,18:24,18.4,9,2,1,0,0,3,0,3,7,42.9,2,4,50.0,1,3,33.3,3.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
615,125117-KOR-INA,6,Indonesia,Kim Pierre-Louis,True,20:51,20.85,16,7,0,0,0,0,3,5,11,45.5,0,1,0.0,6,8,75.0,15.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
616,125117-KOR-INA,6,Indonesia,Bella Alana Hasan,False,15:17,15.28,2,3,3,0,0,1,0,0,2,0.0,0,0,0.0,2,2,100.0,5.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
617,125117-KOR-INA,6,Indonesia,Nathania Claresta Orville,False,14:1,14.02,2,2,0,0,0,2,0,1,5,20.0,0,3,0.0,0,0,0.0,-2.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
618,125117-KOR-INA,6,Indonesia,Jesslyn Angelique Aritonang,False,17:48,17.8,0,2,1,0,0,3,0,0,4,0.0,0,1,0.0,0,0,0.0,-4.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
619,125117-KOR-INA,6,Indonesia,Yuni Anggraeni,False,5:30,5.5,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
620,125117-KOR-INA,6,Indonesia,Adelaide Callista Wongsohardjo,True,15:32,15.53,2,0,3,0,0,2,3,1,2,50.0,0,1,0.0,0,0,0.0,2.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
621,125117-KOR-INA,6,Indonesia,Faizzatus Shoimah,True,21:36,21.6,11,2,1,0,0,0,1,4,7,57.1,3,6,50.0,0,0,0.0,11.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
622,125117-KOR-INA,6,Indonesia,Priscilla Annabel Karen,True,16:49,16.82,4,2,2,1,0,1,3,1,5,20.0,0,1,0.0,2,2,100.0,4.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
623,125117-KOR-INA,6,Indonesia,Dewa Ayu Made Sriartha Kusuma,False,19:17,19.28,2,6,3,1,0,1,1,0,2,0.0,0,0,0.0,2,4,50.0,7.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
624,125117-KOR-INA,6,Indonesia,Agustin Elya Gradita Retong,True,22:42,22.7,5,2,2,1,0,2,1,1,3,33.3,0,0,0.0,3,5,60.0,4.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125117-KOR-INA
625,125118-JPN-AUS,7,Japan,Monica Okoye,False,6:31,6.52,2,0,0,0,0,0,0,1,2,50.0,0,0,0.0,0,0,0.0,1.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
626,125118-JPN-AUS,7,Japan,Miwa Kuribayashi,False,5:31,5.52,0,0,0,0,0,2,3,0,0,0.0,0,0,0.0,0,0,0.0,-2.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
627,125118-JPN-AUS,7,Japan,Nanako Todo,False,16:53,16.88,3,2,2,0,0,0,0,1,8,12.5,1,5,20.0,0,0,0.0,0.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
628,125118-JPN-AUS,7,Japan,Anri Hoshi,False,6:33,6.55,6,0,0,0,1,0,1,2,4,50.0,1,3,33.3,1,1,100.0,5.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
629,125118-JPN-AUS,7,Japan,Yuki Miyazawa,False,22:48,22.8,4,3,2,1,0,1,5,2,3,66.7,0,1,0.0,0,0,0.0,8.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
630,125118-JPN-AUS,7,Japan,Minami Yabu,False,16:37,16.62,4,3,0,1,0,0,1,1,3,33.3,1,3,33.3,1,2,50.0,5.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
631,125118-JPN-AUS,7,Japan,Kokoro Tanaka,True,24:20,24.33,10,2,5,1,0,6,0,4,10,40.0,2,3,66.7,0,0,0.0,6.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
632,125118-JPN-AUS,7,Japan,Ramu Tokashiki,True,21:15,21.25,8,2,1,1,2,1,2,2,3,66.7,2,3,66.7,2,2,100.0,12.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
633,125118-JPN-AUS,7,Japan,Maki Takada,True,23:55,23.92,6,6,1,0,0,0,3,2,6,33.3,2,4,50.0,0,0,0.0,9.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
634,125118-JPN-AUS,7,Japan,Mai Kawai,False,8:38,8.63,0,2,3,1,0,2,1,0,3,0.0,0,2,0.0,0,0,0.0,1.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
635,125118-JPN-AUS,7,Japan,Stephanie Mawuli,True,28:0,28.0,19,2,0,1,0,1,3,6,11,54.5,1,4,25.0,6,7,85.7,15.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
636,125118-JPN-AUS,7,Japan,Norika Konno,True,18:59,18.98,5,6,2,1,0,1,2,2,5,40.0,1,2,50.0,0,0,0.0,10.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
637,125118-JPN-AUS,7,Australia,Chloe Bibby,False,9:51,9.85,0,5,1,1,0,0,1,0,3,0.0,0,2,0.0,0,0,0.0,4.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
638,125118-JPN-AUS,7,Australia,Alex Brooke Wilson,False,0:0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
639,125118-JPN-AUS,7,Australia,Isabelle Bourne,False,10:27,10.45,2,4,0,0,1,1,0,1,4,25.0,0,1,0.0,0,0,0.0,3.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
640,125118-JPN-AUS,7,Australia,Alexandra Fowler,True,27:31,27.52,11,5,2,1,0,1,2,5,11,45.5,1,3,33.3,0,0,0.0,12.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
641,125118-JPN-AUS,7,Australia,Zitina Lusia Aokuso,False,20:33,20.55,14,8,3,1,1,2,1,4,6,66.7,0,0,0.0,6,8,75.0,21.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
642,125118-JPN-AUS,7,Australia,Isobel Borlase,True,16:37,16.62,7,3,3,1,0,2,0,3,7,42.9,1,1,100.0,0,0,0.0,8.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
643,125118-JPN-AUS,7,Australia,Sara Blicavs,True,23:24,23.4,13,4,0,1,0,0,0,4,11,36.4,1,4,25.0,4,5,80.0,10.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
644,125118-JPN-AUS,7,Australia,Cayla George,True,18:12,18.2,8,4,1,0,0,1,2,2,8,25.0,1,5,20.0,3,4,75.0,5.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
645,125118-JPN-AUS,7,Australia,Stephanie Reid,True,32:53,32.88,15,2,9,2,0,1,1,6,10,60.0,1,1,100.0,2,2,100.0,23.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
646,125118-JPN-AUS,7,Australia,Abbey Ellis,False,7:20,7.33,2,0,1,1,0,0,2,0,0,0.0,0,0,0.0,2,2,100.0,4.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
647,125118-JPN-AUS,7,Australia,Courtney Michelle Woods,False,26:32,26.53,3,3,1,0,0,2,3,1,4,25.0,1,3,33.3,0,0,0.0,2.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
648,125118-JPN-AUS,7,Australia,Miela Goodchild,False,6:41,6.68,4,0,0,0,0,0,1,2,3,66.7,0,1,0.0,0,0,0.0,3.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125118-JPN-AUS
649,125119-AUS-PHI,8,Australia,Isobel Borlase,True,22:12,22.2,10,3,1,1,0,2,1,4,7,57.1,1,3,33.3,1,4,25.0,7.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
650,125119-AUS-PHI,8,Australia,Sara Blicavs,True,18:57,18.95,17,6,1,1,0,2,0,7,13,53.8,1,2,50.0,2,2,100.0,17.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
651,125119-AUS-PHI,8,Australia,Cayla George,True,14:38,14.63,6,10,1,0,0,0,0,3,9,33.3,0,2,0.0,0,0,0.0,11.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
652,125119-AUS-PHI,8,Australia,Stephanie Reid,True,19:3,19.05,5,2,9,2,0,0,3,2,4,50.0,1,2,50.0,0,0,0.0,16.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
653,125119-AUS-PHI,8,Australia,Abbey Ellis,False,20:57,20.95,8,3,9,2,1,1,1,2,3,66.7,0,1,0.0,4,4,100.0,21.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
654,125119-AUS-PHI,8,Australia,Courtney Michelle Woods,False,18:5,18.08,11,3,3,1,0,3,0,5,6,83.3,1,2,50.0,0,1,0.0,13.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
655,125119-AUS-PHI,8,Australia,Miela Goodchild,False,17:25,17.42,19,1,1,1,1,0,0,7,10,70.0,3,6,50.0,2,2,100.0,20.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
656,125119-AUS-PHI,8,Australia,Zitina Lusia Aokuso,False,16:2,16.03,4,7,3,1,0,4,1,1,3,33.3,0,0,0.0,2,2,100.0,9.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
657,125119-AUS-PHI,8,Australia,Alexandra Fowler,True,18:1,18.02,11,5,5,0,1,1,1,5,6,83.3,1,1,100.0,0,0,0.0,20.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
658,125119-AUS-PHI,8,Australia,Isabelle Bourne,False,14:46,14.77,8,4,1,1,0,0,2,3,5,60.0,1,3,33.3,1,1,100.0,12.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
659,125119-AUS-PHI,8,Australia,Alex Brooke Wilson,False,0:0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
660,125119-AUS-PHI,8,Australia,Chloe Bibby,False,19:54,19.9,16,10,2,0,0,2,0,7,10,70.0,2,4,50.0,0,0,0.0,23.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
661,125119-AUS-PHI,8,Philippines,Khate Castillo,False,10:19,10.32,6,0,2,0,0,0,1,2,2,100.0,2,2,100.0,0,0,0.0,8.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
662,125119-AUS-PHI,8,Philippines,Sumayah Sugapong,False,15:12,15.2,2,0,0,1,0,5,1,1,7,14.3,0,4,0.0,0,0,0.0,-8.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
663,125119-AUS-PHI,8,Philippines,Vanessa De Jesus,True,29:56,29.93,9,3,1,0,0,4,0,4,7,57.1,1,3,33.3,0,0,0.0,6.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
664,125119-AUS-PHI,8,Philippines,Yvette Marie Villanueva,False,2:8,2.13,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
665,125119-AUS-PHI,8,Philippines,Ella Fajardo,False,7:51,7.85,0,1,0,0,0,1,1,0,2,0.0,0,1,0.0,0,0,0.0,-2.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
666,125119-AUS-PHI,8,Philippines,Angelica Surada,False,13:44,13.73,2,2,1,0,0,0,0,1,2,50.0,0,0,0.0,0,0,0.0,4.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
667,125119-AUS-PHI,8,Philippines,Louna Ozar,True,23:19,23.32,2,1,0,1,0,2,1,1,4,25.0,0,1,0.0,0,0,0.0,-1.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
668,125119-AUS-PHI,8,Philippines,Jack Animam,True,29:56,29.93,2,5,0,2,0,0,1,1,11,9.1,0,0,0.0,0,2,0.0,-3.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
669,125119-AUS-PHI,8,Philippines,Quinn Kacey Dela Rosa,False,16:47,16.78,0,3,0,1,0,2,3,0,3,0.0,0,0,0.0,0,2,0.0,-3.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
670,125119-AUS-PHI,8,Philippines,Kent Jane Pastrana,True,25:9,25.15,8,1,1,0,0,4,3,3,14,21.4,2,8,25.0,0,0,0.0,-5.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
671,125119-AUS-PHI,8,Philippines,Naomi Natalie Panganiban,True,20:25,20.42,8,3,2,0,0,2,2,4,10,40.0,0,3,0.0,0,0,0.0,5.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
672,125119-AUS-PHI,8,Philippines,Cielo Pagdulagan,False,5:14,5.23,0,0,0,0,0,1,0,0,1,0.0,0,0,0.0,0,0,0.0,-2.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125119-AUS-PHI
673,125120-PHI-JPN,9,Philippines,Cielo Pagdulagan,False,2:42,2.7,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,-1.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125120-PHI-JPN
674,125120-PHI-JPN,9,Philippines,Naomi Natalie Panganiban,True,24:43,24.72,13,3,2,0,0,2,2,5,10,50.0,3,5,60.0,0,0,0.0,11.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125120-PHI-JPN
675,125120-PHI-JPN,9,Philippines,Kent Jane Pastrana,False,13:0,13.0,0,0,3,0,0,3,3,0,7,0.0,0,3,0.0,0,0,0.0,-7.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125120-PHI-JPN
676,125120-PHI-JPN,9,Philippines,Quinn Kacey Dela Rosa,False,21:8,21.13,4,7,1,2,2,1,2,2,4,50.0,0,2,0.0,0,0,0.0,13.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125120-PHI-JPN
677,125120-PHI-JPN,9,Philippines,Jack Animam,True,29:48,29.8,24,14,3,1,2,1,3,10,18,55.6,0,1,0.0,4,8,50.0,31.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125120-PHI-JPN
678,125120-PHI-JPN,9,Philippines,Louna Ozar,True,19:20,19.33,2,0,3,0,0,2,1,1,2,50.0,0,0,0.0,0,0,0.0,2.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125120-PHI-JPN
679,125120-PHI-JPN,9,Philippines,Angelica Surada,True,18:4,18.07,6,3,0,3,1,0,0,3,4,75.0,0,0,0.0,0,0,0.0,12.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125120-PHI-JPN
680,125120-PHI-JPN,9,Philippines,Ella Fajardo,False,6:16,6.27,3,0,0,1,0,0,1,1,2,50.0,1,2,50.0,0,0,0.0,3.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125120-PHI-JPN
681,125120-PHI-JPN,9,Philippines,Yvette Marie Villanueva,False,6:12,6.2,0,0,1,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,2.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125120-PHI-JPN
682,125120-PHI-JPN,9,Philippines,Vanessa De Jesus,True,31:2,31.03,13,1,6,0,0,2,3,5,9,55.6,1,3,33.3,2,2,100.0,14.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125120-PHI-JPN
683,125120-PHI-JPN,9,Philippines,Sumayah Sugapong,False,18:16,18.27,12,2,2,4,0,1,2,5,9,55.6,2,4,50.0,0,2,0.0,13.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125120-PHI-JPN
684,125120-PHI-JPN,9,Philippines,Khate Castillo,False,9:29,9.48,5,0,0,0,0,1,2,2,3,66.7,1,1,100.0,0,0,0.0,3.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125120-PHI-JPN
685,125120-PHI-JPN,9,Japan,Monica Okoye,False,19:5,19.08,8,2,1,0,0,1,1,3,9,33.3,0,4,0.0,2,2,100.0,4.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125120-PHI-JPN
686,125120-PHI-JPN,9,Japan,Miwa Kuribayashi,False,17:16,17.27,2,5,0,1,0,0,1,1,3,33.3,0,1,0.0,0,2,0.0,4.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125120-PHI-JPN
687,125120-PHI-JPN,9,Japan,Nanako Todo,False,16:21,16.35,8,1,1,0,0,1,2,2,4,50.0,0,2,0.0,4,4,100.0,7.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125120-PHI-JPN
688,125120-PHI-JPN,9,Japan,Anri Hoshi,False,14:39,14.65,4,2,3,2,0,1,2,0,5,0.0,0,4,0.0,4,4,100.0,5.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125120-PHI-JPN
689,125120-PHI-JPN,9,Japan,Yuki Miyazawa,False,17:24,17.4,5,8,3,0,2,0,0,1,6,16.7,1,5,20.0,2,2,100.0,13.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125120-PHI-JPN
690,125120-PHI-JPN,9,Japan,Minami Yabu,False,21:19,21.32,15,1,0,1,0,2,0,5,8,62.5,5,8,62.5,0,0,0.0,12.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125120-PHI-JPN
691,125120-PHI-JPN,9,Japan,Kokoro Tanaka,True,21:19,21.32,3,1,7,1,0,7,3,1,2,50.0,1,1,100.0,0,0,0.0,4.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125120-PHI-JPN
692,125120-PHI-JPN,9,Japan,Ramu Tokashiki,True,10:24,10.4,3,2,0,0,0,0,1,1,1,100.0,1,1,100.0,0,0,0.0,5.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125120-PHI-JPN
693,125120-PHI-JPN,9,Japan,Maki Takada,True,15:51,15.85,20,3,1,0,0,0,0,7,10,70.0,5,6,83.3,1,1,100.0,21.0,https://www.fiba.basketball/en/events/fiba-womens-asiacup-2025/games/125120-PHI-JPN
